"HolderAddress","Balance","PendingBalanceUpdate"
"0x06197e5302f24f02117af37aa07fc1b6449b7f94","603.95935896991","No"
"0x15491b9466c349512120c29703f444e9dd6c20bb","646.003930241517","No"
"0x7683c34d954d726093ccc9a38019a0b475369cab","884080.862002882","No"
"0xf2e7ce54083756627f86cb7b691489fafa78476f","5.17982443207E-06","No"
"0xb115d7d7a85305f2072b286ecc9fbfdba64f4a42","186.203451235354","No"
"0xd2e35b0f11714794e2fb8efa8b701c043275af70","642.74731365124","No"
"0x044755b558083a7c4195d91f3b048dbfefbe2803","488.723054818347","No"
"0x6a46689b2099b0e0d967ba042d541b806dc352d0","70726.4507644322","No"
"0xbc4a8cf4e1e31f2d6037764644350592a1932e0a","346.181546028402","No"
"0xd19bb60890004edf765d3f538c5f596cf0bb7e9d","280.952851770407","No"
"0x4541a41d8b6b7bc9b644e6337fd5b81632c94416","152.552478536157","No"
"0xe1c7cb303c250bad00a9857fcf09927752b0b46f","109.391330508811","No"
"0x783f5d902ef299d11fe9a54bdbb2c53876f5c166","31.1319491338606","No"
"0x45b7522194afeb040078d4322c661d848201a678","61.8323461125399","No"
"0xfb578d0d108d945f4e2d35414beb9346b34221a0","118.777679808877","No"
"0x18cb407cc6f65ab1883aa613fbea8aa4bf2a22d1","2305.16792097987","No"
"0xe697b34d8e9a5e6be0515ecd3dfd08b7ea3f4fdf","138.835296577552","No"
"0xd195469eab53e502f18deee72c96272f2526ea12","41.4688534792725","No"
"0x9de53e1e8f671a2365848da750a143496e540152","223.157538169345","No"
"0xe74745037eded64055fe8879e83547f5bd56eccb","52.2754697520876","No"
"0x74e410709f0110802fc1b938176dc620b6f1029c","272638.477716797","No"
"0xee01edf47fa564968651945fe9a9bfec94222594","828629.895022062","No"
"0x1111111254fb6c44bac0bed2854e76f90643097d","1E-18","No"
"0x01977c44632eefb5b2868e18c902584ccad574d7","1208.48790079525","No"
"0xc6e51ee779ad99d73bfecbb4060d77e33ad986b3","701.311705714181","No"
"0xb528c6790f1a424e64944533a01303db30edd055","179.449412974869","No"
"0x1aeeee4708216c1aff8eb23a40aa92c741ec2b85","152.567044150398","No"
"0x8e41c05248b49c5968fe1402b7cab02588f5f4c6","83.2564397558176","No"
"0x6ca5584a814471680d823a787eeeb58c1e03e1e0","9762.31758452804","No"
"0x720a6b88bfa908354fd1760b40e71882e6046f42","0.997347391752312","No"
"0x484bddd44da8c602bc5fccefd7f4428e65a4e092","46.0195735616312","No"
"0x910bf2d50fa5e014fd06666f456182d4ab7c8bd2","378.463300045525","No"
"0x44f0531d914491ee90dba40e91e96c6804c313b2","2.45337675203997","No"
"0x44f9baedb2f106aaf2cd0f903308839b42b1e178","144.682835177308","No"
"0x7501ae8fa5eb88bfa994fd923fb55f4bb9d653e2","134949.817253534","No"
"0xaa0086bde925d9e30655b58e218dc8ba4db57f8b","0.0341639819867775","No"
"0xf34c199ce418ae7ce2a382bcabc4cf63b9e587dd","2.79272895481317","No"
"0x81b7220ed701c0f0f2d52213bdf2901280f4e4fe","160192.28577687","No"
"0xaeae51f493f78e065412d81ca76929d0b96aef66","25292.2742848771","No"
"0xac1a304028b1ce6b60f233f0fbd05744154cd638","8974.54506560222","No"
"0x3172237b375f5de75f0ff180da4e49440cdb5b6a","213.180283630257","No"
"0xd344d8879f9f3a8f0eefe37fc1a40c7c5e3e4dda","7.60585652484653","No"
"0x9241ffed0950fc90d1a2132d0bc64e5299266980","55.0494637267859","No"
"0x858aa801f9ee987666cde8f69c582ebc14859aeb","2891.01048940215","No"
"0xb097d78d74c79c699a5cc9625868838b74309049","61.8069848723142","No"
"0x5a6e1b878e6e4be73c3fac3d65b65e5211ba2f1d","218169.517235208","No"
"0x953721bb379815bbaa00411941564a907d6e9b2c","14867.5809037634","No"
"0x4947c7de3faf636c21772cfae20540fbd813d9ad","444.040585363215","No"
"0xe9843def8d31513c9dcd300497973b93adb1863c","120.185015638494","No"
"0x372e4c6502da1611960dbda4c508c6359ec8e1ea","171.471888823352","No"
"0xb4e5c9171cf5123c7bdea78af6b876177ac0a245","758.742974404035","No"
"0x8aa0e5575433b19e7dac62863182c38f7604eb66","94.3194870601571","No"
"0x17c80e5e6240134665f194dab0c57a1cd9357330","143.59196534437","No"
"0x2cf7c58d8b17c935e5d8253a117b35251ef24d51","334.392141469342","No"
"0xa0e7d7ce7cfda070ac1e2264abab8e46efedaa4f","786.954019245863","No"
"0x8141abaa2ec861c50dbf48035109963e6db41a32","63.9030944476272","No"
"0xef9f50716cdc3a6b32213d04ce0977909bdc9f62","305.640623607968","No"
"0x977223ef93b8490e8e6d2dc28567360f489a3ee1","748.068441798598","No"
"0x9b3edebd7ad6ee4b49ea0f00cfbf8aa55fd5a8a5","26.6588859802357","No"
"0x600dd8ac3f359dee15696c09ea8c4c6912ca5567","102335.783161059","No"
"0x0e9601a8f84a207a3a6574af02def91a116ff08b","2132951.89809834","No"
"0x1be05f34a4ea5dc92c8f2f0a9c7a6427a101b627","476.049438340664","No"
"0x71beed1e36ee2e15d2c549754758a93f73145c18","4200000","No"
"0x7f02db3bdff6fc354326165c27ff3375b55a2bf4","254.842549105262","No"
"0xaa586ec7ace45b7fe69a0646b5f034ea9aef2130","26731.0929749277","No"
"0x38f20670cc46abeda42d23f293f353a1b7da9faa","119274.607317598","No"
"0xbfd66e010e355c263adc066d5c999cd196aa2230","25546.4053455018","No"
"0xf4acc1652991bd4f51c015db5967c2e5469a0b81","498987.096347673","No"
"0x539775a51c238e9546c5df639ea8da6b7f62b00f","171.236943255268","No"
"0x92bf02d1cf3555e1544c190c75c1faf6a943b3b9","416.233329737652","No"
"0x8b9074308841d7678b112ed81393d1d8e451bda8","2328","No"
"0x1fc14f8260ea776478220934b18bbd1beba50b0b","1536216.71219325","No"
"0xe8d1fde9750704e5f2d42d4bfe1799b26e44a14d","286631.586817517","No"
"0x0c47f7d4a90514bd1407405fe16d034037c42d10","884.810064620968","No"
"0xfa003fcb52d3a91082437ddd69297a3adf94893f","32338.8106336048","No"
"0x242bb887408652ef4ea2b0452cd9470d36f4b702","35585.357958596","No"
"0x95a03716ba717b93186bd08682daae4e97a42c23","837178.504435279","No"
"0xfc9b05bb0408a7eb82aa378ed1158ce0bca7a17e","9029.18627423106","No"
"0x1a817b078c9f830d4c18f0cef132a779c60057dc","579002.279315757","No"
"0x5d7f1631c9c6e41664724c0c9e03fdc5f3063934","9581.60720493506","No"
"0x294caf814ce61b25451ad769f35aabd2cc93ddf0","153719.329681804","No"
"0x367f49316dd912ca4d0362632943778157aa4299","81.2808532538107","No"
"0x80b777e58ab7bc157d7696364e3c9191b4fb5ba1","27959.226499428","No"
"0x068685041dce717ff46cfcb527eed4d593ab3ebc","273578.537442441","No"
"0x6f04d0e8fde82f6616332a3546610265b36a53f7","226491.647006146","No"
"0x2fb62647e14feff3b599f638d0cccaa35ed02416","1000000","No"
"0x6ff4bc293499566623b4fa70666cc6c510ff3b0b","101608.029945793","No"
"0x409090582812b250bd96b68efd1f8f686ded4f55","56190.0582325668","No"
"0x21ca510e12df4e7ec0d089f2f1cbcce49da12820","457838.920211547","No"
"0x3f8992fa63e15fb3726fc5f930aeb5bbc08e4134","2500.00186318534","No"
"0xe5b8cc6b88ba3d088c3cf1e09857ad8ce2201681","37301.0123757815","No"
"0xaf0fe75cfff37976f8185e353a35e04f8615fc51","0.620714262379728","No"
"0xb3a0b64d3e430c0ef8453306ead355da51de5b4e","1746.79576615961","No"
"0xe97ad9fca484fa3f963ed2d08df5e73f310ba95c","3493.03337082704","No"
"0x6bb2159995f7a0383ce75fc94481235afa96893c","34800","No"
"0x4549013d074d741b80cb157c7aa934c4d985745c","4234.01881442765","No"
"0x167f0451eb899af5922034a40d548351dfd2f7e7","19387.8701916894","No"
"0xa240a72b63b1692ee04e5cbd7dfb6e33f6502165","1000007.15133915","No"
"0x81edb3771d8931d3813414c53cb23504836006f6","94989.5026549996","No"
"0xc5c024e8161e3aa7d98c97b3ac5a43dd34ce83de","64724.2216928654","No"
"0x2436b30ff0a4d1dbde1b711d327875ea3d9d4dc6","70881.8299151458","No"
"0xd4c09cd4da56d8d339756f73dfb1edbebbf70811","12391.6726147892","No"
"0x839d0b365d100ce13965cc3919bc10c6be8b957a","3329.94485505312","No"
"0x889166d687f45f2927c389e633c60f5c09a3d5fd","2544.359686943","No"
"0x5890a3e3dd8bf7e8393c79d5581b46b9deaeb6b4","20.618711266307","No"
"0x58ceb78d2f9cf750d5711bea5db1351efa0d76cc","50379.5742842284","No"
"0xf8c9dc9293177d01fb084288dc29608cc8ac4854","4864.71321428375","No"
"0xd0caf171ee7df3084852c295de4773534771ed44","19674.1171090328","No"
"0x7806f3e246dd6219a8ac07fc1b0d799429967601","1132.92405961109","No"
"0x789003dec73707eaf8dc99a5f6dcf6dd7404b108","14611.4886768453","No"
"0xffa268ea47264376c781c84760f31069928727d6","478340.980010093","No"
"0x704b4bd166890c8e3f9d40831b9100c002aea0cb","37812.715772822","No"
"0xb555009df0dd3ba8e5c9ae74018dc16f3a14ecf3","38532.7188104304","No"
"0x99e50a490eda0e66898f6e5e56a18f69e436d6cd","9247.94476530528","No"
"0x3c4bc323dd5e42658bb2a9cb9be7fcb92a8743d5","22996.1321119965","No"
"0xbba6d88e543b99025d5b95d1ea55ee72a5068677","22584.1479719975","No"
"0x8c2fd1e05a802d49a80c2e5fae296a80216e0a79","8910.07312851682","No"
"0x4a33feb33a5e92279452a3bbefff9f29052503d3","3732.65282192658","No"
"0xb7df7f18221beb8ccb3fb78b21c6e05b8a0453b4","1678092.43296359","No"
"0x6e9298a63c9de77faa28174a7da84a0f5b22de68","745481.892530752","No"
"0x17ffd35387521ce2021b66e7c91b3e5b5797c722","68922.5967291093","No"
"0x1b9caa4299904f3770383fc62ffed5a2cef35443","3264.37369486585","No"
"0x849bd7ee20f49147ffc2acbb9020bb01edf2b6de","3364498.94782242","No"
"0x356b7a078fe3a5f62f978f2b62d76791f6e7117b","8609472.96714096","No"
"0xd589ef80a9f47d1c3a22e44bce715a99b9b9d428","4501539.67281506","No"
"0x4cb81ba130572d7357cab6265bf86dc81b26b0ff","4606119.63379117","No"
"0xeaed03d9532297711cb21f1a72806e2d55b79793","5854258.73897199","No"
"0x0508754b24552e686550a52303748194d0a36e77","1658528.01690421","No"
"0xcd69a3ffc4d11437676641f83e5217b64534ccb2","1000000","No"
"0x8dd9e805f00da4900ac6d6d3908d202830a8e5a4","29620.7234218966","No"
"0xb36bc10a5cc1f2e5624cd95ac4cefeee86b6ad44","459288.379939988","No"
"0x9cdb7121f89e8135aeaf5e2bc8006233fe23f426","401816.714146466","No"
"0x000000000000000000000000000000000000dead","10783450.4396175","No"
"0x205c04432a7517233446919f794b0b4a054bd4da","241.276865538972","No"
"0x74de0348a91b23a4d939c8807a979efbbbf7a474","1510.74988332449","No"
"0xc8da2a298b9d8d0c8a12954ba577b23a00a647b9","3012.81332444067","No"
"0x09d7994950b1c79a2733d6b59c0cd43d50b424be","1677.07294263469","No"
"0x9073f46c1a23a1f5ed7624f18bef6d921c667ab6","2755.21927934816","No"
"0x204f7a6d8ddbe2438db2b59538443c94d0644fda","1578.85614561758","No"
"0x7ea1ce517c9acb0ac21aa63a016948984eab993a","1087.54448587634","No"
"0xdfaa93291fb6cc1f748d71307485b087ece910a4","1614.65036138688","No"
"0x1332c1e7dc010f039d1330b42b8d9a3d8a1d8be8","1596.60272567085","No"
"0x0baa12152d0afcb7e26c1daf688c4186f8f2f892","376.272299293907","No"
"0xcecb65d58c29e743df47edd841b242c6bab15ebc","1561.40396067651","No"
"0x2f140a44f57c807447fd1aa34bd36527ca5dd7ac","1544.23969350804","No"
"0xee3f56801d51c7d0bd6a2352ab75d5ca744b0c8a","1527.35704396853","No"
"0x3aa32c7534874a13feeb21f6a998c3c596a22237","499.936857182088","No"
"0x509a79d8b36827034bbcd9ae60d854aeb5c7f7a1","2472.82429784761","No"
"0xa83b928e8009b712bc6f81700a2e8fe4cfd2116e","976.753963306856","No"
"0xfe4d11dc01c8bc514c2d28af16a3a8a5dc55e5f1","1439.27062754896","No"
"0x47ead7974eb480a3f98d02b484559871c2170a58","4678.23190402569","No"
"0xe8500efed857472dddbe5832ee71dfe2aed36199","916.218750706119","No"
"0x0cf896eefcab9f288f1bca595ac15caeecb502d7","661.318939607643","No"
"0x9f12934e3268ff34022a2e70d9c928958911b89f","2180.29213639484","No"
"0xdf37bf88130c9ffb10f163e9736213056aacc662","301.564913279018","No"
"0x893e0aff1618b73dab6b064791b95dc37a89ed5a","14604.3337225405","No"
"0x232f40daa664aa2d6ae49baf016d1f277b6803d2","317.746552177207","No"
"0x812924a46672cd4168d15ade67d60e95a6630c6d","4162.40788035165","No"
"0x6eb6c02e08ed03c953b83ea039691cde8fa0e573","4724.58804485787","No"
"0x67a5a9e9a0a6cfb6a73442b9811b141ea875d3b7","82187.8478741465","No"
"0x055b5f25cd8c5a1f9e8821447ec33ac73efa812b","174","No"
"0xca6dc0913d98b026146c1b79c4b09825244bb443","500.004266997035","No"
"0xca0d205b76c4cab9bbf177a154987c60ff95f9f5","40864.86657","No"
"0xc595f8caef595367ab895c6792b23e8f908b066b","56945.5100764703","No"
"0x1103fa3b4724d26db933621befb2f84dc55f4e07","21898.9374901196","No"
"0xebeb87c42c4ea344c1b5493283e610fee2429292","0.0905397285832185","No"
"0x7578c685baaa8195be8032a4d57a8c0e2b59a24e","98177.5097990661","No"
"0xc6530c266a1eeca3688541197024d228429efdbb","26612.3667839783","No"
"0x7ef97b8c741648ca8f773467835e04ac29004902","0.784886573142544","No"
"0xc3ffcd55eaf0d9f3e0cd078fa2f941f4d7e3681f","7587.96236921321","No"
"0x16494d5c9e020437066f9edd023c31ef1764b25a","6402.86201173946","No"
"0x2cc38a75bfc6aa21380c398b27a2ac3e33b7ea11","4350","No"
"0x55431d8fbf4790e57e39f0d8a0477d1494f4582e","2.82825887592457","No"
"0x26030eb9fadf4ba37ba5eccd7c8f44c9e5c68c95","539357.221841181","No"
"0x28aa5c6653bf726a70ec922dc310dbcfb90c7dc6","20000","No"
"0xd53c3b8fd5f187346f81c0dbc478f643e58134b1","359938.480396697","No"
"0xcef6c9ace1af996d2bd217efcd560aea315266d7","68816.2116532937","No"
"0xa754301139075689892fdd85882309fec6cbdf36","2802.35386804091","No"
"0x6f45fe6d4bd9980363044be21ba073c5e9efebd5","460890.789268223","No"
"0x5463eb68c1e271219c392418c9f6d3b5eb5c386b","17452.8628350613","No"
"0xd3e59668cca39179abcdc42c83d723cd514df052","159608.215858443","No"
"0x6dbb32cab2c358074ac2dadcb16833cf1afd42d3","4268.90706234452","No"
"0x376c6f6c03d5ef319e7b5b518e7329667e47cd91","20548.9110566016","No"
"0x1286881c98e726a09719ec6360f2d61364fd0552","21.8952224895516","No"
"0x6bfb1b433ef9908f2eef4bbe9b774a94a4ac743c","57220.3623092754","No"
"0x47df6d6650d837e118f99853459a2fb0377edb5a","10125.186815567","No"
"0xfafe042674744ac536eb8fe50a4a74e69cf2d7f2","76553.6739069702","No"
"0xf81ed1dacaafa70ecf35f34063f6a595377ed4b1","11310","No"
"0xbcfd44568b71a8b33b22a571960fe7d82cb0a305","0.943245818557837","No"
"0x8a348700bdc290f737976a6c4612bde8467afb26","5514086.90720735","No"
"0xef12bc2b5c9f73cd398613b6b53eb1704775e00d","107279.655728384","No"
"0x60678a619b65ab593e4a76c496efe0a828081a45","105.613373204003","No"
"0xc52b1ce236ac4797781fe4b7a3d8e0ce19c02468","61220.3557858941","No"
"0xe4fd6242c7289f21ee9f60ce46a68e30ce2fd85f","1017.19839011713","No"
"0x48c5c20abc3c4c1a8ea6f89f12244841a92353fc","116642.171171277","No"
"0x9b47c5c723a7239a9c66873bbf62629535847a52","21385.6843319916","No"
"0x0179460fd62e486fcb849f5a8b857821b29f3741","17400","No"
"0xf32ac6ec49d81b9ba603c134b61c62000814b9d0","63773.5925046037","No"
"0xbccb88e128f1962aaccd90efc815720f581f706e","26.4898710798351","No"
