"HolderAddress","Balance","PendingBalanceUpdate"
"0x34a4892e3004b7a7e577e45075be9d69c9f13b3e","37774051.3692813","No"
"0x2af4eeeb6179cc4598ab918ac6b8df061bcfa99c","117140075.781674","No"
"0x2df09b747b3fe441bfd80da5973d68ebb087f28b","1000","No"
"0x42d047534eef46fd68fad3d74726fe51be4eeb8f","62722.7509997084","No"
"0x386231fe045bf4658351558491c8b33ba88e435e","217.691103539317","No"
"0xe3e568bf14809c59b693d5ee3e2f6391f1015d3a","212.420314455286","No"
"0x06472903c5edd3a429365a659c21eddc95970b62","210.620712594356","No"
"0xbac003889dd3f524b6e6fdc64db562904ce5f0b9","238.735105995451","No"
"0xcd262d7b3fc76d92c9dbefb9ae46af707fef7794","703.156799657464","No"
"0x6347eee063dec8b46af8f362397b059ff86d251b","3063.09881948562","No"
"0x33b448b45af78d9650444a622adeefbf1ce781d9","2949.72760903079","No"
"0x5e8826d5b595a9eee2781a9c6be91385fcff3a7c","3004.72954281787","No"
"0xb85771ed2a990702de548588b7c27ad95c253fe3","107.68396561001","No"
"0xda7d037f6cafacb3ca5ab0ca8fe14227ab1052ea","107.133747172482","No"
"0x649683fb9425148f4f8f4d3b693f41664591eb3d","146.075730611618","No"
"0xbbff6b88c71659c0ab8b3b1d9b7b370b92e9d3e7","144.032388623718","No"
"0xac251e043eeb6b9d0baf0007a30b90a411665b5c","143.026766012204","No"
"0x2215b3953cf8054ce05233e21dd2d479c3ba0435","142.031643728095","No"
"0x27d622fb7c62f3cf2b5a081836d41aa168d3c01e","381.288960898226","No"
"0x1d1661cb61bf5e3066f17f82099786d0fcc49d46","0.786119625676458","No"
"0xa97eefcafab2ae40a2be86723e373a139e1bdc74","3961331.0785242","No"
"0x069770d30a4eb784a89fc6060b5bed114c9da8cb","32072.6089988938","No"
"0xc46abd6008d25b1a92413cab37ec7a0bc6f07cc5","100083.785146321","No"
"0x7cffb2449fc00d1d3b0efdf9313ace0486d4c745","1.31775008592319","No"
"0xc76c9d0589c24a11e5ccea70be5272d12323ef6a","14492.3072897296","No"
"0x4f79c651433e556a4f4de0956ebc229b05862732","8712.47033981842","No"
"0x639eec52d55ef9824143bc9899bea788114f07e1","9363113.46367774","No"
"0x20634485fce1ee40e5d8a41945f0e35d10e670e3","1151.69784091078","No"
"0xbbf0662f5890d9976599f972fbc1c4c871c8860b","1983.38367874568","No"
"0x76682d413c7e4383e15c597d41728df8a3949004","117.461953304444","No"
"0x514c4c39fb04729559a28cd250b1c8d6a02e5028","61.8194569945996","No"
"0xaf8d36bdfca1dca10f1cc606c774175173e10ebb","36504.2692808038","No"
"0xec17778e9d71115b333964d2fc886a02c71213fd","12.8102108999885","No"
"0x1040af0e82b4b8bebe1dee16f756ed0af128bd42","193.84680833572","No"
"0xc4371ea112b8be07c883a49946fa50f1356eb1f9","12.1619015530668","No"
"0x7e34c4564edb5477f07ecce29b4a1329441a63b5","0.177677163705582","No"
"0x7f85e5ce67b7ff4808af11bf14a86b8af81c0f19","734293.879235066","No"
"0x60103aab8ebc17566fd30e9c545932c88df30120","343571.329625155","No"
"0x6895b04c3f1e07662fe9823c68a848e3b5ea28e3","15124.6399124783","No"
"0x22d0c43c108be65319510d783e7ce208e6299605","3584.58366504275","No"
"0x5752b9fac57903cfebc72485d19a4ccf87bc14c7","24.2906467940025","No"
"0x504db7223aee2b4cd8809786e3a916bf24f76b2a","112275.143764473","No"
"0xac28f1ab50dfd5f40c8182ceda4f0b9d21c34e91","11043.3482565784","No"
"0xbf794a2625ae4f15dcd9dda785e83a5a350faff9","17.8270104306482","No"
"0x963571df569c2bc7881e1de65e450f97dca9e879","520131.996286776","No"
"0x8b3b0503cde56c48f37069fa8aac85463471330c","30833.6525376297","No"
"0xee3f60041f29da0501af75da494b130e99f18800","17527.2192389129","No"
"0x070c2f4e1e3e04039b2ab2d9f15840dde25f109c","1084.3215124538","No"
"0x39c965fa6d3b823cdc209c0860728f49919695de","48.3502006964985","No"
"0x571c346a3c680888524829339e0b52e25a072365","4005.20632898554","No"
"0xafc8692e833fe66fecc53602312e312b490c2ea2","8642.13916425482","No"
"0x9b81ea563816f990013551d6ec602e0169bc9058","100000","No"
"0xfabdeef24631b036ccb50896d7fd3249d455385f","127.967101253183","No"
"0xbd0462ea040b08b50e0782bf4eb3bf854c05293c","7000","No"
"0x2b6fdeb1e9ee2dfa1ac44440792da4910f6eaa17","1076365.15722229","No"
"0x8a68a14d2db28df06b82f1b9a2d120bce26bf42d","27.3361628948966","No"
"0xa0aecc4a848e6f9998216e004a90b61c810febec","1","No"
"0x9124f93742aa1fc064d111a6397e6c39c2bba753","150.91122535432","No"
"0xee96d0738b2a87876537e96fba205a6b1c879edc","596357.161110023","No"
"0x0775ec6a441b4d54f60f464522616f9b19378bbd","690578.919896604","No"
"0xd600700221e23cf0cdad8c961c1b3ff895f967b7","24.1780998278269","No"
"0x84a2c0c3ff14416546ee50db435f23ad26814cae","654605.929294339","No"
"0x230c8a697d4f2710d1f99ad8095c13cc09c42b47","0.37835256699928","No"
"0x206710759f9c6ad87490a131ab31255b38a423eb","1836.29721221138","No"
"0x2f9c38bd6e2f382c031bfda65aea2b76becd6808","380.416562698427","No"
"0x426501332fd76e96ceefedea954eab8c6bb7496f","10.6394084787194","No"
"0xb8e31bfd4d8982972e0d7dfa055bf643b5df2e94","70.1938307338458","No"
"0xe3f35081ecacc7df2285b48e57a6464caddf8eea","0.0083766319974015","No"
"0x7d0932a434241d67349f8732bbb296c46ec60560","5228.20628793185","No"
"0xf324141f1141a604e49661c6d641d0ec8bc20991","0.626157851982303","No"
"0x9cad9af21c0be2832973f34a9f79eaf37064de31","6.62279031018309","No"
"0x058fd36a48e1c9980b34b41eac8a46c3eaf19a41","5000","No"
"0x1f2151beec1b34e5db52cafecbfc4dfe334e0bc9","87.3777993182336","No"
"0x55f2e0f694a123253022e1d12597d51b824aad2a","102447.129938587","No"
"0xaf586708a51d5dd9168853bbb4453c48787af75a","20.2255947952944","No"
"0x89c56e270c5318003c2e0a9ae73ea2141c3e3551","817.557763024515","No"
"0x0b770d8d86c4d23ae4f8d5da9374cb64d77e2f3c","50000","No"
"0x7b75a1f157260ed3e44c6111b011a077370c7546","122441.843144697","No"
"0x848e5587ad0844f14b0ae18c9bc99399f348834d","1656266.82456391","No"
"0x8c1ba46484d4c110464fbf8244ac878dc12854d4","6E-18","No"
"0x553e676f8b0f7d18d76bdf019909187fe92f8ad8","12.2870040741112","No"
"0x49ef83b42523f77d57a8b71083920b40b61571f3","188.861547878853","No"
"0x043ac03bef081b17e4c455dc81ad7ac23b961f2b","403168.356244761","No"
"0x9f7eeca178bbd940595f18f743d202b344ac6122","0.196855791167293","No"
"0x49f0d91d9f5ded5e486332b6b0281b41f29b92d4","6229.2","No"
"0x1f56bff579f7a57326d07823a00a7ff0e57cbb4f","88.4641226333095","No"
"0xc97e18db0e54e09be0c13d8c0614c0acdb1d735d","133.706781883013","No"
"0xe424691b0848fc8848d7c80b2e175ebacb639397","1021646.34505156","No"
"0x1fd468c6f90af53a34df090f03c73655ff33c1b4","93757.8163654824","No"
"0xa649a7b78071da654e677cd4bb7a55949911a483","25000","No"
"0xe6d8f17a280a559011990c829ede958ae0131df8","15.4120301918141","No"
"0x930087bc3312ccc107e9b37e4a99a4205f4285a7","8824.08667692465","No"
"0x52a4edd4272b2735713d3f30ec7096194a574d31","22.4043759400132","No"
"0xe1b29b42ddb9baf123e1ce7aebf95a0e248da097","0.87","No"
"0x2b0f871b3a00de5f9c367918218c9e963a791e03","11366.4731346257","No"
"0x05ee3c534b3c640889148539568847b034424be8","56799.2019120594","No"
"0x3e330e0565efb79b0db5ed76ca4b43f13221eba9","74000","No"
"0xf37be68360a6791ba0c4f40c8182b409e1a8da4c","130.928939032506","No"
"0xb2c9760a0c46dfba92c87f3967e36d0ab3aae7c3","22181.9494241838","No"
"0xd5b184c12577ae6a49d8a3dd77cae0c553bdf688","0.681566338737947","No"
"0x006a4e423b643bf396bba2f0a6e6f41b3ed25b86","103.077902366187","No"
"0x1304f73d8926710dd73b6d3515647d1f42e1b551","8274.11533487614","No"
"0x305744da24887e803926ac23b3c4a8ce4ca2cad0","248271.341483797","No"
"0x5da935a748845fc23665118506ead0e9f112be1b","0.668810882668722","No"
"0xdf9b5720759182615b9fd3981ef43e219ad97b78","100","No"
"0xdb302fba76657d38d205bf42841d5d8eb8d2203f","8.53154509121578","No"
"0xd91c88ebfebe13f5bd4bf0184b876fe81ff4cf40","44110.83657","No"
"0xfcfe63d65cf23e89c8990753d5edc778afb79884","13443.8847674961","No"
"0x55aaa4788ebc889221a3733e7f3cea0825963d33","153799.770616086","No"
"0xb7071edcb7e7a1f0b49054a55c7eceae6626fe67","5337.41856407035","No"
"0x43a692b152055bc2092ae7f466acd427999a466d","0.339958359753895","No"
"0x0f751d88b5b25f7df645d6708087be404207a268","43115.366165663","No"
"0xe73f2c7c069c0ea2f87eeda1588063a3ad2fdc58","0.452206274298671","No"
"0x18765f308cca70926ceff57013540f750a5f432b","8593.27406938636","No"
"0x974c2e38ab831d9e1cb44cce3b44a4c8a4d420b2","0.135678064498098","No"
"0xea028ba2ed30264afe075bcb8436cac0e479fd7e","0.924694512797538","No"
"0x0740655604a8d15dafd78d4dfb335f4e8016b369","30068.7985166808","No"
"0xc7cca110178d2b503b8e4393ef024f96102427ca","500624.079282401","No"
"0x9191979e42612503a8ed75df17aaf9ba2c252fa8","62.1282525118062","No"
"0xf19c72b48ce35b4c98c6495818cd78bbb09014a7","0.135640847863687","No"
"0x00e548b2c8ca30e163d9dd6de705b056761c3d9e","120935.328311802","No"
"0x021857c18cb6270bb9f784a254a012d4f549cb7b","139.542540333165","No"
"0xf7a67765c715099e7f76040dc5bbf71b063c9c83","799769.871091139","No"
"0xf1233d9c355c10d278462801277882e09b93373e","39279.9414029535","No"
"0x448e5b4b6c5ac2c4b88442169e33013ef95bd9e4","200074.336211368","No"
"0x8982b6356ad60759717e397af5a2a9872a9f35cd","4082.1494870061","No"
"0xebcadd744fc86e29dd5a48767ccee608ad6e115a","12.0801774306743","No"
"0x0b63407cc02fceb4a4a77ded58c39bc611131585","57049.7418377027","No"
"0x7067d6a398cdd54f32f5e40c83f466c95bf67553","298.845997071658","No"
"0x3156f1a443bf0532032760e03a27854acc23f770","2144.376","No"
"0xfc2b322799db5b892805b250347083c749b61d9e","0.124203596490226","No"
"0x41c91bbff38329a3809a34f113a97a6f949ad275","215.904458397997","No"
"0xbfc99250beb9d51e8dc57f92761127faaaa8d535","24756.7234562881","No"
"0x975b6950bdf285090d66897cd57c8742e6250d75","10888.1282052498","No"
"0x8243eb1f07c0709453b1d2df7bd471bf406d30bd","3159.33781155198","No"
"0x6c39868dc47825a3bc73aa2d0b8c0e40af79cc1d","29.091810961968","No"
"0x8075ea5b353165f3430fcdc0b8998cdc2a0b8835","0.0163917828683294","No"
"0x12963cc4bd1d4600c30370c3bc5dc5624c34c91d","400.362841092032","No"
"0x17cf4410d57de37719509c45150a64e3269a1afe","295.478044325017","No"
"0xf32738cdd702014af7b41ce4c10b2650e3ece740","238.364078613678","No"
"0xe67912bf345d9637266c37e28af03b6670dad9da","167.65994506138","No"
"0x26dd2ced81e8d5cb62e4e363f4d6f768f8c5d179","575.593692682855","No"
"0x98c8109e97416a82a37db2ef6a6a361977c89858","319.381631828806","No"
"0x055f5f8650b82a9a7aeeb124a67eeff4d8f2515f","531.883715862436","No"
"0xe75c8b8e4a810b4e548535652e26609d7f921d6d","88.4270852936777","No"
"0x6019502120669cb44965c05a09c36932e8fce2ff","248.040090776682","No"
"0x3c9d7504557c17a1978f20b7f5d1f8b2a6d39817","7.01906823549818","No"
